0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.018087845666816,0.9093446105579546,-1.2411732973906364,-0.38243352552588994,-1.6347771011543364,-1.7503146775969087,-2.7841009636920506,-1.311947453512997,-1.7237657210976232,-1.480497842871558,0.2572293389233582,0.07207098270427426,0.8700036749907573,0.2111287771375014,-1.4159519572483024,-0.7525486495722937,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
0.7077561395513292,1.6199668467176873,0.9695895891710662,1.0470904523886304,0.12334313216384149,-1.3299460972191561,0.1379459209315064,0.21705628438948596,-0.6199806504290333,-1.0746477826354646,0.5483742999670637,0.6524660508897995,1.2208932523671123,0.9261511038943634,-1.98678386883368,-0.34715702406559285,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1
1.9704845391710943,3.107525513717473,1.6224579643110888,-0.7625126704609853,1.107009854019224,0.6743160239849103,0.6243478629524666,-0.17309311801874006,1.033343105862143,-0.6302960086922192,-1.3946490041670176,-0.8145891028646617,1.3264623904844346,0.5711101911911859,-0.09167343954389764,-0.2136293663049528,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0
-0.46159101952866033,-2.0654483498306115,-0.45161546222634297,-2.6648397098256047,-0.43750128201321975,0.4131712079290433,0.21366780478390318,2.790132177947039,-0.543063125027974,0.27088843331038415,0.5371916936682031,0.18050040058869266,1.0978305138339421,0.6792503592019908,0.8071561436222561,-0.1154786845151844,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
1.8547477566452575,1.3771403586002995,0.9804873673156924,-0.5219397412054361,-1.2695912750618839,-1.4551467290993334,-0.6319620499227635,0.098630997646911,-0.3009163614438296,1.2176057029489553,0.9924522845410808,-1.3791299042186833,-0.2012860756920533,0.2797629940045945,1.463418731495529,1.7505977313285155,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1
-0.31568226641975183,-0.39984461340241356,1.7695702425968285,0.9264310882132184,0.14136498747291454,0.010709514703471382,-0.9795133720026921,-0.16930746719831696,-1.1575751315413831,0.07639342883699077,0.3019262177336025,0.3226957377996472,-0.31824263362028293,-1.9578084105969766,-1.3798588865155603,-1.0067568267251872,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1.0788426316955464,1.2195890271878809,1.771242439548805,3.017413353148008,1.717622423705706,1.6263052202419317,1.1131317270011805,0.2559882527483378,0.12948269663830458,0.34477523031925156,0.8177038257507558,-0.575060194692289,-1.2950011410405393,-0.46795365648228804,0.2531057948856415,-0.19056116613609753,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1
0.7179997362191901,-0.8646251332055934,0.2819579725523851,0.617549017864385,-1.1014004726991242,-1.3176636907249906,-0.6037762123669678,-0.8067079426448931,-0.4584162046218119,0.2244303966075129,1.0938156822936935,-0.34691908475605493,-1.1689126848299018,-0.5731829729597856,0.8124249454216154,1.3324411163156387,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1.2666290732738361,-0.5320549786732529,-0.5301952456839439,-0.5570838541236681,-0.4540096093710787,0.022950225322172613,0.17830720290543767,0.7548492330927098,-0.6861129539394276,-0.8336841621795051,0.5371773473767321,-0.35276871159223666,0.1291027179388251,1.8404140631891808,0.7445352148716184,-0.15963751859256292,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1
1.18349891200707,1.3086974284297832,0.9595163933427333,-0.2879695979787371,-0.7549706672508439,-0.4754739565218612,0.1724620270252447,-0.6716681365576416,1.03719996360637,1.1946398111957992,1.8323286470149853,1.2183509801223096,-1.1569255177479396,-0.9429162822856954,0.4655321861963552,0.6883614558041857,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1
